referee,date,location,winner,title_bout,weight_class
Frank Collazo,6/28/2014,"San Antonio, Texas, USA",Red,False,Lightweight
Jacob Montalvo,6/28/2014,"San Antonio, Texas, USA",Red,False,Middleweight
Kerry Hatley,6/28/2014,"San Antonio, Texas, USA",Red,False,Featherweight
Kerry Hatley,6/28/2014,"San Antonio, Texas, USA",Red,False,Welterweight
Herb Dean,6/28/2014,"San Antonio, Texas, USA",Red,False,Heavyweight
Frank Collazo,6/28/2014,"San Antonio, Texas, USA",Red,False,Middleweight
Jacob Montalvo,6/28/2014,"San Antonio, Texas, USA",Red,False,Flyweight
Herb Dean,6/28/2014,"San Antonio, Texas, USA",Red,False,Middleweight
Peter Hickmott,6/28/2014,"Auckland, New Zealand",Red,False,Lightweight
John Sharp,6/28/2014,"Auckland, New Zealand",Red,False,Welterweight
Steve Perceval,6/28/2014,"Auckland, New Zealand",Blue,False,Heavyweight
John Sharp,6/28/2014,"Auckland, New Zealand",Red,False,Flyweight
John Sharp,6/28/2014,"Auckland, New Zealand",Blue,False,Middleweight
John Sharp,6/28/2014,"Auckland, New Zealand",Blue,False,Featherweight
Peter Hickmott,6/28/2014,"Auckland, New Zealand",Blue,False,Welterweight
Steve Perceval,6/28/2014,"Auckland, New Zealand",Red,False,Welterweight
Steve Perceval,6/28/2014,"Auckland, New Zealand",Red,False,Featherweight
Peter Hickmott,6/28/2014,"Auckland, New Zealand",Red,False,LightHeavyweight
John McCarthy,6/14/2014,"Vancouver, British Columbia, Canada",Red,False,Welterweight
Jerin Valel,6/14/2014,"Vancouver, British Columbia, Canada",Red,True,Flyweight
Yves Lavigne,6/14/2014,"Vancouver, British Columbia, Canada",Red,False,LightHeavyweight
John McCarthy,6/14/2014,"Vancouver, British Columbia, Canada",Red,False,Heavyweight
Kevin Dornan,6/14/2014,"Vancouver, British Columbia, Canada",Red,False,LightHeavyweight
Jerin Valel,6/14/2014,"Vancouver, British Columbia, Canada",Red,False,WomenBantamweight
Kevin Dornan,6/14/2014,"Vancouver, British Columbia, Canada",Red,False,Bantamweight
Yves Lavigne,6/14/2014,"Vancouver, British Columbia, Canada",Blue,False,Welterweight
Yves Lavigne,6/14/2014,"Vancouver, British Columbia, Canada",Blue,False,Bantamweight
Jerin Valel,6/14/2014,"Vancouver, British Columbia, Canada",Red,False,Lightweight
John McCarthy,6/14/2014,"Vancouver, British Columbia, Canada",Blue,False,Lightweight
Mario Yamasaki,6/7/2014,"Albuquerque, New Mexico, USA",Red,False,Flyweight
Mario Yamasaki,6/7/2014,"Albuquerque, New Mexico, USA",Red,False,Lightweight
Mario Yamasaki,6/7/2014,"Albuquerque, New Mexico, USA",Blue,False,Lightweight
Kevin Mulhall,6/7/2014,"Albuquerque, New Mexico, USA",Red,False,Lightweight
Mario Yamasaki,6/7/2014,"Albuquerque, New Mexico, USA",Blue,False,Welterweight
Kevin Mulhall,6/7/2014,"Albuquerque, New Mexico, USA",Blue,False,Bantamweight
Raul Porrata,6/7/2014,"Albuquerque, New Mexico, USA",Blue,False,Bantamweight
Kevin Mulhall,6/7/2014,"Albuquerque, New Mexico, USA",Red,False,Lightweight
Kevin Mulhall,6/7/2014,"Albuquerque, New Mexico, USA",Red,False,Flyweight
Raul Porrata,6/7/2014,"Albuquerque, New Mexico, USA",Red,False,LightHeavyweight
Raul Porrata,6/7/2014,"Albuquerque, New Mexico, USA",Red,False,Lightweight
Wernei Cardoso,5/31/2014,"Sao Paulo, Brazil",Blue,False,Welterweight
Mario Yamasaki,5/31/2014,"Sao Paulo, Brazil",Blue,False,Featherweight
Mario Yamasaki,5/31/2014,"Sao Paulo, Brazil",Red,False,Heavyweight
Herb Dean,5/31/2014,"Sao Paulo, Brazil",Blue,False,Lightweight
Mario Yamasaki,5/31/2014,"Sao Paulo, Brazil",Blue,True,Middleweight
Herb Dean,5/31/2014,"Sao Paulo, Brazil",Red,False,Welterweight
Herb Dean,5/31/2014,"Sao Paulo, Brazil",Blue,True,Heavyweight
Osiris Maia,5/31/2014,"Sao Paulo, Brazil",Red,False,Lightweight
Mario Yamasaki,5/31/2014,"Sao Paulo, Brazil",Red,False,Bantamweight
Herb Dean,5/31/2014,"Sao Paulo, Brazil",Red,False,Featherweight
Osiris Maia,5/31/2014,"Sao Paulo, Brazil",Red,False,Middleweight
Wernei Cardoso,5/31/2014,"Sao Paulo, Brazil",Red,False,Heavyweight
Leon Roberts,5/31/2014,"Berlin, Germany",Blue,False,Middleweight
Marc Goddard,5/31/2014,"Berlin, Germany",Red,False,Lightweight
Grant Waterman,5/31/2014,"Berlin, Germany",Blue,False,Bantamweight
Grant Waterman,5/31/2014,"Berlin, Germany",Blue,False,Middleweight
Marc Goddard,5/31/2014,"Berlin, Germany",Blue,False,Middleweight
Leon Roberts,5/31/2014,"Berlin, Germany",Blue,False,Featherweight
Leon Roberts,5/31/2014,"Berlin, Germany",Red,False,Welterweight
Wolf Menninger,5/31/2014,"Berlin, Germany",Red,False,Middleweight
Wolf Menninger,5/31/2014,"Berlin, Germany",Blue,False,Featherweight
Marc Goddard,5/31/2014,"Berlin, Germany",Blue,False,Heavyweight
Herb Dean,5/24/2014,"Las Vegas, Nevada, USA",Red,False,Lightweight
Yves Lavigne,5/24/2014,"Las Vegas, Nevada, USA",Red,False,LightHeavyweight
Yves Lavigne,5/24/2014,"Las Vegas, Nevada, USA",Red,False,Lightweight
Yves Lavigne,5/24/2014,"Las Vegas, Nevada, USA",Red,False,Bantamweight
Jason Herzog,5/24/2014,"Las Vegas, Nevada, USA",Blue,False,Lightweight
Herb Dean,5/24/2014,"Las Vegas, Nevada, USA",Blue,True,Bantamweight
Herb Dean,5/24/2014,"Las Vegas, Nevada, USA",Red,False,Welterweight
Mark Smith,5/24/2014,"Las Vegas, Nevada, USA",Red,False,Bantamweight
Jason Herzog,5/24/2014,"Las Vegas, Nevada, USA",Blue,False,Lightweight
Mark Smith,5/24/2014,"Las Vegas, Nevada, USA",Blue,False,Lightweight
Jason Herzog,5/24/2014,"Las Vegas, Nevada, USA",Red,False,Featherweight
Mark Smith,5/24/2014,"Las Vegas, Nevada, USA",Blue,False,Welterweight
Jerry Krysz,5/10/2014,"Cincinnati, Ohio, USA",Red,False,Welterweight
Herb Dean,5/10/2014,"Cincinnati, Ohio, USA",Red,False,Welterweight
Keith Peterson,5/10/2014,"Cincinnati, Ohio, USA",Red,False,Heavyweight
Gary Copeland,5/10/2014,"Cincinnati, Ohio, USA",Blue,False,Lightweight
Herb Dean,5/10/2014,"Cincinnati, Ohio, USA",Red,False,Flyweight
Gary Copeland,5/10/2014,"Cincinnati, Ohio, USA",Red,False,Flyweight
Keith Peterson,5/10/2014,"Cincinnati, Ohio, USA",Red,False,Middleweight
Jerry Krysz,5/10/2014,"Cincinnati, Ohio, USA",Red,False,Middleweight
Keith Peterson,5/10/2014,"Cincinnati, Ohio, USA",Blue,False,Welterweight
Herb Dean,5/10/2014,"Cincinnati, Ohio, USA",Blue,False,Bantamweight
Jerry Krysz,5/10/2014,"Cincinnati, Ohio, USA",Blue,False,Featherweight
Gary Copeland,5/10/2014,"Cincinnati, Ohio, USA",Red,False,Lightweight
Keith Peterson,5/10/2014,"Cincinnati, Ohio, USA",Blue,False,Welterweight
Herb Dean,4/26/2014,"Baltimore, Maryland, USA",Red,False,Lightweight
Mario Yamasaki,4/26/2014,"Baltimore, Maryland, USA",Red,False,Flyweight
Dan Miragliotta,4/26/2014,"Baltimore, Maryland, USA",Red,True,LightHeavyweight
Herb Dean,4/26/2014,"Baltimore, Maryland, USA",Blue,False,LightHeavyweight
Kevin Mulhall,4/26/2014,"Baltimore, Maryland, USA",Red,False,Featherweight
Kevin Mulhall,4/26/2014,"Baltimore, Maryland, USA",Blue,False,WomenBantamweight
Mario Yamasaki,4/26/2014,"Baltimore, Maryland, USA",Red,False,Middleweight
Mario Yamasaki,4/26/2014,"Baltimore, Maryland, USA",Red,False,Lightweight
Dan Miragliotta,4/26/2014,"Baltimore, Maryland, USA",Red,False,Lightweight
Herb Dean,4/26/2014,"Baltimore, Maryland, USA",Red,False,Bantamweight
Herb Dean,4/19/2014,"Orlando, Florida, USA",Red,False,Welterweight
John McCarthy,4/19/2014,"Orlando, Florida, USA",Red,False,Heavyweight
Jorge Ortiz,4/19/2014,"Orlando, Florida, USA",Blue,False,Featherweight
Jorge Alonso,4/19/2014,"Orlando, Florida, USA",Red,False,Lightweight
Jorge Alonso,4/19/2014,"Orlando, Florida, USA",Red,False,Lightweight
John McCarthy,4/19/2014,"Orlando, Florida, USA",Blue,False,Lightweight
Jorge Ortiz,4/19/2014,"Orlando, Florida, USA",Blue,False,Middleweight
Herb Dean,4/19/2014,"Orlando, Florida, USA",Red,False,WomenBantamweight
John McCarthy,4/19/2014,"Orlando, Florida, USA",Red,False,Heavyweight
Jorge Alonso,4/19/2014,"Orlando, Florida, USA",Red,False,Flyweight
Jorge Ortiz,4/19/2014,"Orlando, Florida, USA",Red,False,Featherweight
Herb Dean,4/19/2014,"Orlando, Florida, USA",Red,False,Welterweight
John McCarthy,4/19/2014,"Orlando, Florida, USA",Red,False,Middleweight
Dan Miragliotta,4/16/2014,"Quebec City, Quebec, Canada",Red,False,LightHeavyweight
Yves Lavigne,4/16/2014,"Quebec City, Quebec, Canada",Red,True,Welterweight
Dan Miragliotta,4/16/2014,"Quebec City, Quebec, Canada",Red,False,Welterweight
Yves Lavigne,4/16/2014,"Quebec City, Quebec, Canada",Blue,False,Middleweight
Philippe Chartier,4/16/2014,"Quebec City, Quebec, Canada",Blue,True,Middleweight
Dan Miragliotta,4/16/2014,"Quebec City, Quebec, Canada",Red,False,Featherweight
Yves Lavigne,4/16/2014,"Quebec City, Quebec, Canada",Red,False,WomenBantamweight
Philippe Chartier,4/16/2014,"Quebec City, Quebec, Canada",Blue,False,Welterweight
Philippe Chartier,4/16/2014,"Quebec City, Quebec, Canada",Red,False,Bantamweight
Yves Lavigne,4/16/2014,"Quebec City, Quebec, Canada",Red,False,Lightweight
Dan Miragliotta,4/16/2014,"Quebec City, Quebec, Canada",Red,False,Bantamweight
Dan Miragliotta,4/16/2014,"Quebec City, Quebec, Canada",Red,False,Middleweight
Philippe Chartier,4/16/2014,"Quebec City, Quebec, Canada",Red,False,Welterweight
Neil Hall,4/11/2014,"Abu Dhabi, United Arab Emirates",Red,False,Lightweight
Marc Goddard,4/11/2014,"Abu Dhabi, United Arab Emirates",Red,False,Heavyweight
Marc Goddard,4/11/2014,"Abu Dhabi, United Arab Emirates",Red,False,Featherweight
Neil Hall,4/11/2014,"Abu Dhabi, United Arab Emirates",Red,False,Middleweight
Marc Goddard,4/11/2014,"Abu Dhabi, United Arab Emirates",Blue,False,Featherweight
Leon Roberts,4/11/2014,"Abu Dhabi, United Arab Emirates",Blue,False,Heavyweight
Leon Roberts,4/11/2014,"Abu Dhabi, United Arab Emirates",Blue,False,Welterweight
Mario Yamasaki,3/23/2014,"Natal, Rio Grande do Norte, Brazil",Blue,False,Middleweight
Mario Yamasaki,3/23/2014,"Natal, Rio Grande do Norte, Brazil",Blue,False,Middleweight
Herb Dean,3/23/2014,"Natal, Rio Grande do Norte, Brazil",Red,False,LightHeavyweight
Wernei Cardoso,3/23/2014,"Natal, Rio Grande do Norte, Brazil",Red,False,Flyweight
Wernei Cardoso,3/23/2014,"Natal, Rio Grande do Norte, Brazil",Red,False,Featherweight
Herb Dean,3/23/2014,"Natal, Rio Grande do Norte, Brazil",Blue,False,LightHeavyweight
Mario Yamasaki,3/23/2014,"Natal, Rio Grande do Norte, Brazil",Red,False,Lightweight
Herb Dean,3/23/2014,"Natal, Rio Grande do Norte, Brazil",Blue,False,Welterweight
Wernei Cardoso,3/23/2014,"Natal, Rio Grande do Norte, Brazil",Red,False,Featherweight
Mario Yamasaki,3/23/2014,"Natal, Rio Grande do Norte, Brazil",Blue,False,LightHeavyweight
Jacob Montalvo,3/15/2014,"Dallas, Texas, USA",Blue,False,Welterweight
Dan Miragliotta,3/15/2014,"Dallas, Texas, USA",Red,False,LightHeavyweight
Jacob Montalvo,3/15/2014,"Dallas, Texas, USA",Red,False,Welterweight
Dan Miragliotta,3/15/2014,"Dallas, Texas, USA",Red,True,Welterweight
Kerry Hatley,3/15/2014,"Dallas, Texas, USA",Red,False,Featherweight
Don Turnage,3/15/2014,"Dallas, Texas, USA",Blue,False,WomenBantamweight
Kerry Hatley,3/15/2014,"Dallas, Texas, USA",Blue,False,Lightweight
Don Turnage,3/15/2014,"Dallas, Texas, USA",Blue,False,Welterweight
,3/15/2014,"Dallas, Texas, USA",Blue,False,Middleweight
Jacob Montalvo,3/15/2014,"Dallas, Texas, USA",Blue,False,Flyweight
Don Turnage,3/15/2014,"Dallas, Texas, USA",Blue,False,Welterweight
,3/15/2014,"Dallas, Texas, USA",Blue,False,Featherweight
Dan Miragliotta,3/15/2014,"Dallas, Texas, USA",Blue,False,Lightweight
Marc Goddard,3/8/2014,"London, England, United Kingdom",Red,False,Middleweight
Marc Goddard,3/8/2014,"London, England, United Kingdom",Red,False,LightHeavyweight
Neil Hall,3/8/2014,"London, England, United Kingdom",Red,False,Flyweight
Grant Waterman,3/8/2014,"London, England, United Kingdom",Red,False,Welterweight
Leon Roberts,3/8/2014,"London, England, United Kingdom",Blue,False,LightHeavyweight
Neil Hall,3/8/2014,"London, England, United Kingdom",Blue,False,Middleweight
Leon Roberts,3/8/2014,"London, England, United Kingdom",Red,False,Welterweight
Leon Roberts,3/8/2014,"London, England, United Kingdom",Red,False,Lightweight
Leon Roberts,3/1/2014,"Macau, China",Blue,False,Welterweight
Dan Miragliotta,3/1/2014,"Macau, China",Red,False,Featherweight
Jerin Valel,3/1/2014,"Macau, China",Blue,True,Welterweight
Jerin Valel,3/1/2014,"Macau, China",Blue,False,Lightweight
Leon Roberts,3/1/2014,"Macau, China",Red,False,Welterweight
Jerin Valel,3/1/2014,"Macau, China",Blue,False,Featherweight
Leon Roberts,3/1/2014,"Macau, China",Blue,False,Bantamweight
Dan Miragliotta,3/1/2014,"Macau, China",Red,False,Heavyweight
Herb Dean,2/22/2014,"Las Vegas, Nevada, USA",Blue,False,Bantamweight
Yves Lavigne,2/22/2014,"Las Vegas, Nevada, USA",Red,False,WomenBantamweight
Mario Yamasaki,2/22/2014,"Las Vegas, Nevada, USA",Blue,False,Welterweight
Chris Tognoni,2/22/2014,"Las Vegas, Nevada, USA",Red,False,Bantamweight
Yves Lavigne,2/22/2014,"Las Vegas, Nevada, USA",Red,False,Welterweight
Herb Dean,2/22/2014,"Las Vegas, Nevada, USA",Red,False,Welterweight
Mario Yamasaki,2/22/2014,"Las Vegas, Nevada, USA",Red,False,LightHeavyweight
Herb Dean,2/22/2014,"Las Vegas, Nevada, USA",Red,True,WomenBantamweight
Yves Lavigne,2/22/2014,"Las Vegas, Nevada, USA",Blue,False,Lightweight
Chris Tognoni,2/22/2014,"Las Vegas, Nevada, USA",Red,False,Flyweight
Chris Tognoni,2/22/2014,"Las Vegas, Nevada, USA",Red,False,Lightweight
Mario Yamasaki,2/15/2014,"Jaragua do Sul, Santa Catarina, Brazil",Red,False,Middleweight
Mario Yamasaki,2/15/2014,"Jaragua do Sul, Santa Catarina, Brazil",Red,False,Welterweight
Keith Peterson,2/15/2014,"Jaragua do Sul, Santa Catarina, Brazil",Blue,False,Welterweight
Mario Yamasaki,2/15/2014,"Jaragua do Sul, Santa Catarina, Brazil",Red,False,Lightweight
Keith Peterson,2/15/2014,"Jaragua do Sul, Santa Catarina, Brazil",Red,False,Lightweight
Mario Yamasaki,2/15/2014,"Jaragua do Sul, Santa Catarina, Brazil",Red,False,Featherweight
Keith Peterson,2/15/2014,"Jaragua do Sul, Santa Catarina, Brazil",Red,False,Middleweight
Osiris de Medeiros,2/15/2014,"Jaragua do Sul, Santa Catarina, Brazil",Blue,False,Lightweight
Osiris de Medeiros,2/15/2014,"Jaragua do Sul, Santa Catarina, Brazil",Red,False,Bantamweight
Keith Peterson,2/15/2014,"Jaragua do Sul, Santa Catarina, Brazil",Red,False,Welterweight
Mario Yamasaki,2/15/2014,"Jaragua do Sul, Santa Catarina, Brazil",Red,False,Featherweight
Osiris de Medeiros,2/15/2014,"Jaragua do Sul, Santa Catarina, Brazil",Blue,False,Featherweight
Herb Dean,2/1/2014,"Newark, New Jersey, USA",Red,True,Bantamweight
Keith Peterson,2/1/2014,"Newark, New Jersey, USA",Red,False,Flyweight
Dan Miragliotta,2/1/2014,"Newark, New Jersey, USA",Blue,False,Lightweight
Keith Peterson,2/1/2014,"Newark, New Jersey, USA",Red,True,Featherweight
Keith Peterson,2/1/2014,"Newark, New Jersey, USA",Blue,False,Flyweight
Dan Miragliotta,2/1/2014,"Newark, New Jersey, USA",Blue,False,Lightweight
Dan Miragliotta,2/1/2014,"Newark, New Jersey, USA",Blue,False,Heavyweight
Herb Dean,2/1/2014,"Newark, New Jersey, USA",Red,False,Middleweight
Gasper Oliver,2/1/2014,"Newark, New Jersey, USA",Red,False,Middleweight
Herb Dean,2/1/2014,"Newark, New Jersey, USA",Red,False,Lightweight
Gasper Oliver,2/1/2014,"Newark, New Jersey, USA",Blue,False,Lightweight
Gasper Oliver,2/1/2014,"Newark, New Jersey, USA",Red,False,Welterweight
Robert Madrigal,1/25/2014,"Chicago, Illinois, USA",Red,False,Bantamweight
Herb Dean,1/25/2014,"Chicago, Illinois, USA",Red,False,Heavyweight
John McCarthy,1/25/2014,"Chicago, Illinois, USA",Red,False,Lightweight
John McCarthy,1/25/2014,"Chicago, Illinois, USA",Red,False,Lightweight
Otto Torriero,1/25/2014,"Chicago, Illinois, USA",Blue,False,Bantamweight
John McCarthy,1/25/2014,"Chicago, Illinois, USA",Blue,False,Featherweight
Herb Dean,1/25/2014,"Chicago, Illinois, USA",Red,False,Bantamweight
Herb Dean,1/25/2014,"Chicago, Illinois, USA",Red,False,Lightweight
John McCarthy,1/25/2014,"Chicago, Illinois, USA",Red,False,Welterweight
Robert Madrigal,1/25/2014,"Chicago, Illinois, USA",Blue,False,Heavyweight
Herb Dean,1/15/2014,"Duluth, Georgia, USA",Red,False,Middleweight
Blake Grice,1/15/2014,"Duluth, Georgia, USA",Blue,False,Lightweight
Dan Miragliotta,1/15/2014,"Duluth, Georgia, USA",Red,False,Flyweight
Dan Miragliotta,1/15/2014,"Duluth, Georgia, USA",Red,False,Bantamweight
Blake Grice,1/15/2014,"Duluth, Georgia, USA",Red,False,Middleweight
George Allen,1/15/2014,"Duluth, Georgia, USA",Red,False,Lightweight
Herb Dean,1/15/2014,"Duluth, Georgia, USA",Red,False,Featherweight
Herb Dean,1/15/2014,"Duluth, Georgia, USA",Blue,False,Middleweight
George Allen,1/15/2014,"Duluth, Georgia, USA",Red,False,Lightweight
Herb Dean,1/15/2014,"Duluth, Georgia, USA",Blue,False,Flyweight
Blake Grice,1/15/2014,"Duluth, Georgia, USA",Red,False,Middleweight
Dan Miragliotta,1/15/2014,"Duluth, Georgia, USA",Blue,False,Lightweight
Leon Roberts,1/4/2014,"Singapore, Singapore",Red,False,Lightweight
John Sharp,1/4/2014,"Singapore, Singapore",Red,False,Welterweight
Steve Perceval,1/4/2014,"Singapore, Singapore",Red,False,Lightweight
John Sharp,1/4/2014,"Singapore, Singapore",Red,False,Bantamweight
Leon Roberts,1/4/2014,"Singapore, Singapore",Red,False,Welterweight
Steve Perceval,1/4/2014,"Singapore, Singapore",Red,False,Featherweight
Leon Roberts,1/4/2014,"Singapore, Singapore",Red,False,Featherweight
Steve Perceval,1/4/2014,"Singapore, Singapore",Red,False,Bantamweight
Steve Perceval,1/4/2014,"Singapore, Singapore",Red,False,Bantamweight
John Sharp,1/4/2014,"Singapore, Singapore",Blue,False,Bantamweight
Mario Yamasaki,12/28/2013,"Las Vegas, Nevada, USA",Red,False,Featherweight
Steve Mazzagatti,12/28/2013,"Las Vegas, Nevada, USA",Blue,False,Middleweight
Yves Lavigne,12/28/2013,"Las Vegas, Nevada, USA",Blue,False,Heavyweight
Yves Lavigne,12/28/2013,"Las Vegas, Nevada, USA",Blue,False,Lightweight
Herb Dean,12/28/2013,"Las Vegas, Nevada, USA",Red,True,Middleweight
Mario Yamasaki,12/28/2013,"Las Vegas, Nevada, USA",Red,True,WomenBantamweight
Herb Dean,12/28/2013,"Las Vegas, Nevada, USA",Red,False,Lightweight
Mario Yamasaki,12/28/2013,"Las Vegas, Nevada, USA",Red,False,Welterweight
Yves Lavigne,12/28/2013,"Las Vegas, Nevada, USA",Red,False,Featherweight
Steve Mazzagatti,12/28/2013,"Las Vegas, Nevada, USA",Red,False,Welterweight
John McCarthy,12/14/2013,"Sacramento, California, USA",Red,True,Flyweight
Herb Dean,12/14/2013,"Sacramento, California, USA",Blue,False,Welterweight
Mike Beltran,12/14/2013,"Sacramento, California, USA",Blue,False,Lightweight
Herb Dean,12/14/2013,"Sacramento, California, USA",Red,False,Lightweight
John McCarthy,12/14/2013,"Sacramento, California, USA",Red,False,Featherweight
Herb Dean,12/14/2013,"Sacramento, California, USA",Red,False,Bantamweight
Mike Beltran,12/14/2013,"Sacramento, California, USA",Blue,False,Flyweight
John McCarthy,12/14/2013,"Sacramento, California, USA",Red,False,Lightweight
John McCarthy,12/14/2013,"Sacramento, California, USA",Red,False,Lightweight
Herb Dean,12/14/2013,"Sacramento, California, USA",Red,False,Lightweight
Mike Beltran,12/14/2013,"Sacramento, California, USA",Blue,False,Flyweight
Cameron Quinn,12/6/2013,"Brisbane, Queensland, Australia",Blue,False,Middleweight
Steve Perceval,12/6/2013,"Brisbane, Queensland, Australia",Blue,False,Heavyweight
John Sharp,12/6/2013,"Brisbane, Queensland, Australia",Red,False,Bantamweight
Cameron Quinn,12/6/2013,"Brisbane, Queensland, Australia",Blue,False,Middleweight
John Sharp,12/6/2013,"Brisbane, Queensland, Australia",Red,False,LightHeavyweight
John Sharp,12/6/2013,"Brisbane, Queensland, Australia",Red,False,LightHeavyweight
Steve Perceval,12/6/2013,"Brisbane, Queensland, Australia",Blue,False,WomenBantamweight
Cameron Quinn,12/6/2013,"Brisbane, Queensland, Australia",Blue,False,Welterweight
Steve Perceval,12/6/2013,"Brisbane, Queensland, Australia",Blue,False,Flyweight
John Sharp,12/6/2013,"Brisbane, Queensland, Australia",Blue,False,Middleweight
Mario Yamasaki,11/30/2013,"Las Vegas, Nevada, USA",Red,False,Featherweight
Mario Yamasaki,11/30/2013,"Las Vegas, Nevada, USA",Red,True,WomenBantamweight
Kim Winslow,11/30/2013,"Las Vegas, Nevada, USA",Blue,False,Featherweight
Yves Lavigne,11/30/2013,"Las Vegas, Nevada, USA",Blue,False,Lightweight
Yves Lavigne,11/30/2013,"Las Vegas, Nevada, USA",Red,True,Bantamweight
Kim Winslow,11/30/2013,"Las Vegas, Nevada, USA",Red,False,WomenBantamweight
Chris Tognoni,11/30/2013,"Las Vegas, Nevada, USA",Blue,False,WomenBantamweight
Yves Lavigne,11/30/2013,"Las Vegas, Nevada, USA",Red,False,Welterweight
Chris Tognoni,11/30/2013,"Las Vegas, Nevada, USA",Red,False,Flyweight
Chris Tognoni,11/30/2013,"Las Vegas, Nevada, USA",Red,False,Heavyweight
Herb Dean,11/16/2013,"Las Vegas, Nevada, USA",Blue,False,Welterweight
Mario Yamasaki,11/16/2013,"Las Vegas, Nevada, USA",Red,True,Welterweight
Herb Dean,11/16/2013,"Las Vegas, Nevada, USA",Red,False,LightHeavyweight
Kim Winslow,11/16/2013,"Las Vegas, Nevada, USA",Blue,False,Flyweight
Herb Dean,11/16/2013,"Las Vegas, Nevada, USA",Blue,False,Welterweight
Mario Yamasaki,11/16/2013,"Las Vegas, Nevada, USA",Blue,False,Welterweight
Kim Winslow,11/16/2013,"Las Vegas, Nevada, USA",Blue,False,Middleweight
Mario Yamasaki,11/16/2013,"Las Vegas, Nevada, USA",Red,False,Lightweight
Mario Yamasaki,11/16/2013,"Las Vegas, Nevada, USA",Red,False,Welterweight
Herb Dean,11/16/2013,"Las Vegas, Nevada, USA",Blue,False,Bantamweight
Kim Winslow,11/16/2013,"Las Vegas, Nevada, USA",Red,False,Bantamweight
Kim Winslow,11/16/2013,"Las Vegas, Nevada, USA",Blue,False,LightHeavyweight
Kevin MacDonald,11/9/2013,"Goiania, Goias, Brazil",Blue,False,Middleweight
Dan Miragliotta,11/9/2013,"Goiania, Goias, Brazil",Blue,False,Welterweight
Mario Yamasaki,11/9/2013,"Goiania, Goias, Brazil",Red,False,Middleweight
Kevin MacDonald,11/9/2013,"Goiania, Goias, Brazil",Red,False,LightHeavyweight
Kevin MacDonald,11/9/2013,"Goiania, Goias, Brazil",Blue,False,Featherweight
Dan Miragliotta,11/9/2013,"Goiania, Goias, Brazil",Red,False,LightHeavyweight
Mario Yamasaki,11/9/2013,"Goiania, Goias, Brazil",Blue,False,Welterweight
Dan Miragliotta,11/9/2013,"Goiania, Goias, Brazil",Red,False,Lightweight
Dan Miragliotta,11/9/2013,"Goiania, Goias, Brazil",Blue,False,Featherweight
Mario Yamasaki,11/9/2013,"Goiania, Goias, Brazil",Red,False,Lightweight
Kevin MacDonald,11/9/2013,"Goiania, Goias, Brazil",Blue,False,Flyweight
Gary Copeland,11/6/2013,"Fort Campbell, Kentucky, USA",Blue,False,WomenBantamweight
Gary Copeland,11/6/2013,"Fort Campbell, Kentucky, USA",Blue,False,Lightweight
Herb Dean,11/6/2013,"Fort Campbell, Kentucky, USA",Red,False,Middleweight
Mario Yamasaki,11/6/2013,"Fort Campbell, Kentucky, USA",Red,False,Featherweight
John McCarthy,11/6/2013,"Fort Campbell, Kentucky, USA",Red,False,Lightweight
John McCarthy,11/6/2013,"Fort Campbell, Kentucky, USA",Blue,False,Lightweight
Mario Yamasaki,11/6/2013,"Fort Campbell, Kentucky, USA",Blue,False,Middleweight
Mario Yamasaki,11/6/2013,"Fort Campbell, Kentucky, USA",Blue,False,Bantamweight
Gary Copeland,11/6/2013,"Fort Campbell, Kentucky, USA",Red,False,Middleweight
Herb Dean,11/6/2013,"Fort Campbell, Kentucky, USA",Red,False,WomenBantamweight
Herb Dean,11/6/2013,"Fort Campbell, Kentucky, USA",Blue,False,Middleweight
John McCarthy,11/6/2013,"Fort Campbell, Kentucky, USA",Blue,False,Welterweight
Neil Hall,10/26/2013,"Manchester, England, United Kingdom",Blue,False,Flyweight
Leon Roberts,10/26/2013,"Manchester, England, United Kingdom",Red,False,Lightweight
Leon Roberts,10/26/2013,"Manchester, England, United Kingdom",Red,False,Middleweight
Marc Goddard,10/26/2013,"Manchester, England, United Kingdom",Red,False,Middleweight
,10/26/2013,"Manchester, England, United Kingdom",Red,False,Lightweight
Neil Hall,10/26/2013,"Manchester, England, United Kingdom",Red,False,LightHeavyweight
Marc Goddard,10/26/2013,"Manchester, England, United Kingdom",Blue,False,Middleweight
Neil Hall,10/26/2013,"Manchester, England, United Kingdom",Red,False,Featherweight
Leon Roberts,10/26/2013,"Manchester, England, United Kingdom",Blue,False,Featherweight
Marc Goddard,10/26/2013,"Manchester, England, United Kingdom",Red,False,Middleweight
Neil Hall,10/26/2013,"Manchester, England, United Kingdom",Blue,False,WomenBantamweight
Jason Stafin,10/19/2013,"Houston, Texas, USA",Red,False,Heavyweight
Jacob Montalvo,10/19/2013,"Houston, Texas, USA",Red,False,Flyweight
Kerry Hatley,10/19/2013,"Houston, Texas, USA",Red,False,Lightweight
Jason Stafin,10/19/2013,"Houston, Texas, USA",Blue,False,Welterweight
Herb Dean,10/19/2013,"Houston, Texas, USA",Red,True,Heavyweight
Kerry Hatley,10/19/2013,"Houston, Texas, USA",Red,False,Middleweight
Jacob Montalvo,10/19/2013,"Houston, Texas, USA",Red,False,Heavyweight
Jason Stafin,10/19/2013,"Houston, Texas, USA",Blue,False,Welterweight
