referee,date,location,winner,title_bout,weight_class
Jason Herzog,8/22/2020,"Las Vegas, Nevada, USA",Red,False,WomenStrawweight
,8/22/2020,"Las Vegas, Nevada, USA",Blue,False,WomenFlyweight
Herb Dean,8/22/2020,"Las Vegas, Nevada, USA",Blue,False,Lightweight
Herb Dean,8/22/2020,"Las Vegas, Nevada, USA",Blue,False,Bantamweight
Dan Miragliotta,8/15/2020,"Las Vegas, Nevada, USA",Blue,False,Heavyweight
Mark Smith,8/15/2020,"Las Vegas, Nevada, USA",Blue,False,Featherweight
Marc Goddard,8/15/2020,"Las Vegas, Nevada, USA",Blue,False,WomenStrawweight
Herb Dean,8/15/2020,"Las Vegas, Nevada, USA",Blue,False,Bantamweight
Chris Tognoni,8/15/2020,"Las Vegas, Nevada, USA",Blue,False,Bantamweight
Marc Goddard,8/15/2020,"Las Vegas, Nevada, USA",Red,True,Heavyweight
Dan Miragliotta,8/15/2020,"Las Vegas, Nevada, USA",Blue,False,Featherweight
Herb Dean,8/15/2020,"Las Vegas, Nevada, USA",Blue,False,Lightweight
Herb Dean,8/15/2020,"Las Vegas, Nevada, USA",Red,False,Heavyweight
Chris Tognoni,8/15/2020,"Las Vegas, Nevada, USA",Red,False,Featherweight
Mark Smith,8/15/2020,"Las Vegas, Nevada, USA",Blue,False,WomenStrawweight
Jason Herzog,8/8/2020,"Las Vegas, Nevada, USA",Red,False,Welterweight
Mark Smith,8/8/2020,"Las Vegas, Nevada, USA",Red,False,Middleweight
Chris Tognoni,8/8/2020,"Las Vegas, Nevada, USA",Red,False,Lightweight
Herb Dean,8/8/2020,"Las Vegas, Nevada, USA",Red,False,Heavyweight
Mark Smith,8/8/2020,"Las Vegas, Nevada, USA",Red,False,WomenBantamweight
Herb Dean,8/8/2020,"Las Vegas, Nevada, USA",Red,False,Lightweight
Chris Tognoni,8/8/2020,"Las Vegas, Nevada, USA",Blue,False,Middleweight
Jason Herzog,8/8/2020,"Las Vegas, Nevada, USA",Blue,False,Middleweight
Mark Smith,8/8/2020,"Las Vegas, Nevada, USA",Red,False,Featherweight
Chris Tognoni,8/8/2020,"Las Vegas, Nevada, USA",Red,False,Bantamweight
Jason Herzog,8/8/2020,"Las Vegas, Nevada, USA",Red,False,Featherweight
Herb Dean,8/8/2020,"Las Vegas, Nevada, USA",Red,False,Middleweight
Jason Herzog,8/1/2020,"Las Vegas, Nevada, USA",Blue,False,WomenFlyweight
Mark Smith,8/1/2020,"Las Vegas, Nevada, USA",Blue,False,Featherweight
Chris Tognoni,8/1/2020,"Las Vegas, Nevada, USA",Blue,False,Bantamweight
Jason Herzog,8/1/2020,"Las Vegas, Nevada, USA",Red,False,Featherweight
Mark Smith,8/1/2020,"Las Vegas, Nevada, USA",Red,False,Welterweight
Herb Dean,8/1/2020,"Las Vegas, Nevada, USA",Red,False,Middleweight
Herb Dean,8/1/2020,"Las Vegas, Nevada, USA",Blue,False,Lightweight
Daniel Movahedi,7/25/2020,"Abu Dhabi, Abu Dhabi, United Arab Emirates",Red,False,Welterweight
Herb Dean,7/25/2020,"Abu Dhabi, Abu Dhabi, United Arab Emirates",Red,False,Middleweight
Marc Goddard,7/25/2020,"Abu Dhabi, Abu Dhabi, United Arab Emirates",Red,False,LightHeavyweight
Herb Dean,7/25/2020,"Abu Dhabi, Abu Dhabi, United Arab Emirates",Red,False,Lightweight
Rich Mitchell,7/25/2020,"Abu Dhabi, Abu Dhabi, United Arab Emirates",Red,False,WomenStrawweight
Rich Mitchell,7/25/2020,"Abu Dhabi, Abu Dhabi, United Arab Emirates",Red,False,Welterweight
Marc Goddard,7/25/2020,"Abu Dhabi, Abu Dhabi, United Arab Emirates",Red,False,LightHeavyweight
,7/25/2020,"Abu Dhabi, Abu Dhabi, United Arab Emirates",Red,False,Heavyweight
Daniel Movahedi,7/25/2020,"Abu Dhabi, Abu Dhabi, United Arab Emirates",Red,False,Heavyweight
Herb Dean,7/25/2020,"Abu Dhabi, Abu Dhabi, United Arab Emirates",Red,False,Heavyweight
Marc Goddard,7/25/2020,"Abu Dhabi, Abu Dhabi, United Arab Emirates",Red,False,Featherweight
Daniel Movahedi,7/25/2020,"Abu Dhabi, Abu Dhabi, United Arab Emirates",Red,False,Welterweight
Rich Mitchell,7/25/2020,"Abu Dhabi, Abu Dhabi, United Arab Emirates",Blue,False,WomenBantamweight
Marc Goddard,7/25/2020,"Abu Dhabi, Abu Dhabi, United Arab Emirates",Red,False,Bantamweight
Marc Goddard,7/18/2020,"Abu Dhabi, Abu Dhabi, United Arab Emirates",Blue,False,Lightweight
Herb Dean,7/18/2020,"Abu Dhabi, Abu Dhabi, United Arab Emirates",Red,False,Middleweight
Rich Mitchell,7/18/2020,"Abu Dhabi, Abu Dhabi, United Arab Emirates",Blue,False,Lightweight
Marc Goddard,7/18/2020,"Abu Dhabi, Abu Dhabi, United Arab Emirates",Blue,False,Flyweight
Daniel Movahedi,7/18/2020,"Abu Dhabi, Abu Dhabi, United Arab Emirates",Red,False,CatchWeight
Marc Goddard,7/18/2020,"Abu Dhabi, Abu Dhabi, United Arab Emirates",Red,True,Flyweight
Herb Dean,7/18/2020,"Abu Dhabi, Abu Dhabi, United Arab Emirates",Red,False,LightHeavyweight
Daniel Movahedi,7/18/2020,"Abu Dhabi, Abu Dhabi, United Arab Emirates",Red,False,WomenFlyweight
Herb Dean,7/18/2020,"Abu Dhabi, Abu Dhabi, United Arab Emirates",Blue,False,Bantamweight
Daniel Movahedi,7/18/2020,"Abu Dhabi, Abu Dhabi, United Arab Emirates",Red,False,Bantamweight
Rich Mitchell,7/18/2020,"Abu Dhabi, Abu Dhabi, United Arab Emirates",Blue,False,Heavyweight
Daniel Movahedi,7/18/2020,"Abu Dhabi, Abu Dhabi, United Arab Emirates",Blue,False,Lightweight
Daniel Movahedi,7/15/2020,"Abu Dhabi, Abu Dhabi, United Arab Emirates",Red,False,LightHeavyweight
Rich Mitchell,7/15/2020,"Abu Dhabi, Abu Dhabi, United Arab Emirates",Blue,False,WomenFlyweight
Herb Dean,7/15/2020,"Abu Dhabi, Abu Dhabi, United Arab Emirates",Blue,False,Middleweight
Rich Mitchell,7/15/2020,"Abu Dhabi, Abu Dhabi, United Arab Emirates",Blue,False,Featherweight
Daniel Movahedi,7/15/2020,"Abu Dhabi, Abu Dhabi, United Arab Emirates",Red,False,Featherweight
Herb Dean,7/15/2020,"Abu Dhabi, Abu Dhabi, United Arab Emirates",Red,False,Featherweight
Daniel Movahedi,7/15/2020,"Abu Dhabi, Abu Dhabi, United Arab Emirates",Blue,False,Welterweight
Marc Goddard,7/15/2020,"Abu Dhabi, Abu Dhabi, United Arab Emirates",Red,False,Flyweight
Rich Mitchell,7/15/2020,"Abu Dhabi, Abu Dhabi, United Arab Emirates",Blue,False,WomenFlyweight
Herb Dean,7/15/2020,"Abu Dhabi, Abu Dhabi, United Arab Emirates",Red,False,Bantamweight
Marc Goddard,7/15/2020,"Abu Dhabi, Abu Dhabi, United Arab Emirates",Red,False,Featherweight
Daniel Movahedi,7/11/2020,"Abu Dhabi, Abu Dhabi, United Arab Emirates",Blue,False,WomenStrawweight
Leon Roberts,7/11/2020,"Abu Dhabi, Abu Dhabi, United Arab Emirates",Red,False,Featherweight
Marc Goddard,7/11/2020,"Abu Dhabi, Abu Dhabi, United Arab Emirates",Blue,False,LightHeavyweight
Herb Dean,7/11/2020,"Abu Dhabi, Abu Dhabi, United Arab Emirates",Blue,False,Welterweight
Leon Roberts,7/11/2020,"Abu Dhabi, Abu Dhabi, United Arab Emirates",Red,True,Bantamweight
Herb Dean,7/11/2020,"Abu Dhabi, Abu Dhabi, United Arab Emirates",Red,True,Featherweight
Marc Goddard,7/11/2020,"Abu Dhabi, Abu Dhabi, United Arab Emirates",Red,True,Welterweight
Rich Mitchell,7/11/2020,"Abu Dhabi, Abu Dhabi, United Arab Emirates",Red,False,WomenFlyweight
Marc Goddard,7/11/2020,"Abu Dhabi, Abu Dhabi, United Arab Emirates",Red,False,Lightweight
Daniel Movahedi,7/11/2020,"Abu Dhabi, Abu Dhabi, United Arab Emirates",Red,False,WomenBantamweight
Herb Dean,7/11/2020,"Abu Dhabi, Abu Dhabi, United Arab Emirates",Red,False,Heavyweight
Leon Roberts,7/11/2020,"Abu Dhabi, Abu Dhabi, United Arab Emirates",Red,False,Flyweight
Rich Mitchell,7/11/2020,"Abu Dhabi, Abu Dhabi, United Arab Emirates",Blue,False,Bantamweight
Mark Smith,6/27/2020,"Las Vegas, Nevada, USA",Blue,False,Lightweight
Herb Dean,6/27/2020,"Las Vegas, Nevada, USA",Blue,False,Heavyweight
Mark Smith,6/27/2020,"Las Vegas, Nevada, USA",Blue,False,Heavyweight
Keith Peterson,6/27/2020,"Las Vegas, Nevada, USA",Blue,False,CatchWeight
Keith Peterson,6/27/2020,"Las Vegas, Nevada, USA",Red,False,Welterweight
Herb Dean,6/27/2020,"Las Vegas, Nevada, USA",Red,False,Lightweight
Chris Tognoni,6/27/2020,"Las Vegas, Nevada, USA",Red,False,Middleweight
Chris Tognoni,6/27/2020,"Las Vegas, Nevada, USA",Red,False,Welterweight
Herb Dean,6/27/2020,"Las Vegas, Nevada, USA",Blue,False,Featherweight
Keith Peterson,6/27/2020,"Las Vegas, Nevada, USA",Red,False,WomenStrawweight
Herb Dean,6/20/2020,"Las Vegas, Nevada, USA",Red,False,CatchWeight
Jason Herzog,6/20/2020,"Las Vegas, Nevada, USA",Blue,False,Lightweight
Chris Tognoni,6/20/2020,"Las Vegas, Nevada, USA",Red,False,Welterweight
,6/20/2020,"Las Vegas, Nevada, USA",Red,False,Heavyweight
Jason Herzog,6/20/2020,"Las Vegas, Nevada, USA",Red,False,Featherweight
Mark Smith,6/20/2020,"Las Vegas, Nevada, USA",Red,False,WomenStrawweight
Mark Smith,6/20/2020,"Las Vegas, Nevada, USA",Red,False,WomenBantamweight
Jason Herzog,6/20/2020,"Las Vegas, Nevada, USA",Blue,False,WomenFlyweight
Herb Dean,6/20/2020,"Las Vegas, Nevada, USA",Blue,False,Lightweight
Chris Tognoni,6/20/2020,"Las Vegas, Nevada, USA",Blue,False,WomenFlyweight
Mark Smith,6/20/2020,"Las Vegas, Nevada, USA",Red,False,Lightweight
Dan Miragliotta,6/13/2020,"Las Vegas, Nevada, USA",Red,False,WomenFlyweight
Chris Tognoni,6/13/2020,"Las Vegas, Nevada, USA",Red,False,Featherweight
Mark Smith,6/13/2020,"Las Vegas, Nevada, USA",Red,False,CatchWeight
Herb Dean,6/13/2020,"Las Vegas, Nevada, USA",Red,False,Bantamweight
Dan Miragliotta,6/13/2020,"Las Vegas, Nevada, USA",Blue,False,Middleweight
Mark Smith,6/13/2020,"Las Vegas, Nevada, USA",Red,False,Lightweight
Herb Dean,6/13/2020,"Las Vegas, Nevada, USA",Blue,False,WomenFlyweight
Chris Tognoni,6/13/2020,"Las Vegas, Nevada, USA",Red,False,WomenBantamweight
Dan Miragliotta,6/13/2020,"Las Vegas, Nevada, USA",Blue,False,Welterweight
Herb Dean,6/13/2020,"Las Vegas, Nevada, USA",Red,False,Bantamweight
Mark Smith,6/6/2020,"Las Vegas, Nevada, USA",Red,False,Featherweight
Herb Dean,6/6/2020,"Las Vegas, Nevada, USA",Blue,False,Bantamweight
Keith Peterson,6/6/2020,"Las Vegas, Nevada, USA",Red,False,Featherweight
Keith Peterson,6/6/2020,"Las Vegas, Nevada, USA",Blue,False,Bantamweight
Herb Dean,6/6/2020,"Las Vegas, Nevada, USA",Red,True,WomenFeatherweight
Chris Tognoni,6/6/2020,"Las Vegas, Nevada, USA",Red,False,Bantamweight
Mark Smith,6/6/2020,"Las Vegas, Nevada, USA",Red,False,Welterweight
Chris Tognoni,6/6/2020,"Las Vegas, Nevada, USA",Red,False,Middleweight
Herb Dean,6/6/2020,"Las Vegas, Nevada, USA",Blue,False,Middleweight
Chris Tognoni,6/6/2020,"Las Vegas, Nevada, USA",Blue,False,CatchWeight
Mark Smith,6/6/2020,"Las Vegas, Nevada, USA",Blue,False,LightHeavyweight
Keith Peterson,6/6/2020,"Las Vegas, Nevada, USA",Blue,False,Flyweight
Jason McCoy,5/30/2020,"Las Vegas, Nevada, USA",Blue,False,Heavyweight
Jason Herzog,5/30/2020,"Las Vegas, Nevada, USA",Red,False,WomenStrawweight
Mark Smith,5/30/2020,"Las Vegas, Nevada, USA",Red,False,Welterweight
Chris Tognoni,5/30/2020,"Las Vegas, Nevada, USA",Red,False,WomenFlyweight
Herb Dean,5/30/2020,"Las Vegas, Nevada, USA",Blue,False,Welterweight
Herb Dean,5/30/2020,"Las Vegas, Nevada, USA",Red,False,Lightweight
Mark Smith,5/30/2020,"Las Vegas, Nevada, USA",Red,False,CatchWeight
Mark Smith,5/30/2020,"Las Vegas, Nevada, USA",Blue,False,Flyweight
Chris Tognoni,5/30/2020,"Las Vegas, Nevada, USA",Blue,False,Bantamweight
Jason Herzog,5/30/2020,"Las Vegas, Nevada, USA",Red,False,Featherweight
Jason Herzog,5/16/2020,"Jacksonville, Florida, USA",Red,False,Featherweight
Keith Peterson,5/16/2020,"Jacksonville, Florida, USA",Red,False,WomenStrawweight
Michael Cardoso,5/16/2020,"Jacksonville, Florida, USA",Blue,False,Middleweight
Keith Peterson,5/16/2020,"Jacksonville, Florida, USA",Red,False,Featherweight
Herb Dean,5/16/2020,"Jacksonville, Florida, USA",Blue,False,Middleweight
Jason Herzog,5/16/2020,"Jacksonville, Florida, USA",Blue,False,Welterweight
Dan Miragliotta,5/16/2020,"Jacksonville, Florida, USA",Red,False,Heavyweight
Dan Miragliotta,5/16/2020,"Jacksonville, Florida, USA",Red,False,Featherweight
Michael Cardoso,5/16/2020,"Jacksonville, Florida, USA",Red,False,WomenFlyweight
Herb Dean,5/16/2020,"Jacksonville, Florida, USA",Blue,False,Featherweight
Dan Miragliotta,5/16/2020,"Jacksonville, Florida, USA",Red,False,Heavyweight
,5/13/2020,"Jacksonville, Florida, USA",Red,False,Bantamweight
Dan Miragliotta,5/13/2020,"Jacksonville, Florida, USA",Red,False,Heavyweight
Dan Miragliotta,5/13/2020,"Jacksonville, Florida, USA",Blue,False,Lightweight
Jason Herzog,5/13/2020,"Jacksonville, Florida, USA",Blue,False,LightHeavyweight
Herb Dean,5/13/2020,"Jacksonville, Florida, USA",Red,False,Heavyweight
Keith Peterson,5/13/2020,"Jacksonville, Florida, USA",Blue,False,Lightweight
Herb Dean,5/13/2020,"Jacksonville, Florida, USA",Blue,False,Lightweight
Michael Cardoso,5/13/2020,"Jacksonville, Florida, USA",Red,False,WomenBantamweight
Jason Herzog,5/13/2020,"Jacksonville, Florida, USA",Blue,False,Featherweight
Michael Cardoso,5/13/2020,"Jacksonville, Florida, USA",Red,False,Heavyweight
Dan Miragliotta,5/9/2020,"Jacksonville, Florida, USA",Red,False,WomenStrawweight
Keith Peterson,5/9/2020,"Jacksonville, Florida, USA",Red,False,Welterweight
Herb Dean,5/9/2020,"Jacksonville, Florida, USA",Red,False,Heavyweight
Jason Herzog,5/9/2020,"Jacksonville, Florida, USA",Blue,False,Featherweight
Herb Dean,5/9/2020,"Jacksonville, Florida, USA",Blue,True,Lightweight
Dan Miragliotta,5/9/2020,"Jacksonville, Florida, USA",Red,False,Heavyweight
Keith Peterson,5/9/2020,"Jacksonville, Florida, USA",Red,True,Bantamweight
Jason Herzog,5/9/2020,"Jacksonville, Florida, USA",Red,False,Welterweight
Herb Dean,5/9/2020,"Jacksonville, Florida, USA",Red,False,Heavyweight
Dan Miragliotta,5/9/2020,"Jacksonville, Florida, USA",Red,False,LightHeavyweight
Keith Peterson,5/9/2020,"Jacksonville, Florida, USA",Red,False,Featherweight
Camila Albuquerque,3/14/2020,"Brasilia, Distrito Federal, Brazil",Red,False,WomenStrawweight
Eduardo Herdy,3/14/2020,"Brasilia, Distrito Federal, Brazil",Blue,False,Flyweight
Eduardo Herdy,3/14/2020,"Brasilia, Distrito Federal, Brazil",Red,False,Lightweight
Osiris Maia,3/14/2020,"Brasilia, Distrito Federal, Brazil",Red,False,Welterweight
Mike Beltran,3/14/2020,"Brasilia, Distrito Federal, Brazil",Blue,False,LightHeavyweight
Osiris Maia,3/14/2020,"Brasilia, Distrito Federal, Brazil",Blue,False,Welterweight
Mike Beltran,3/14/2020,"Brasilia, Distrito Federal, Brazil",Blue,False,Lightweight
Osiris Maia,3/14/2020,"Brasilia, Distrito Federal, Brazil",Red,False,Lightweight
Camila Albuquerque,3/14/2020,"Brasilia, Distrito Federal, Brazil",Blue,False,WomenFlyweight
Julio Catarino,3/14/2020,"Brasilia, Distrito Federal, Brazil",Blue,False,Flyweight
Mike Beltran,3/14/2020,"Brasilia, Distrito Federal, Brazil",Blue,False,WomenBantamweight
Jason Herzog,3/7/2020,"Las Vegas, Nevada, USA",Red,False,Lightweight
Keith Peterson,3/7/2020,"Las Vegas, Nevada, USA",Red,False,Welterweight
Dan Miragliotta,3/7/2020,"Las Vegas, Nevada, USA",Red,False,Bantamweight
Dan Miragliotta,3/7/2020,"Las Vegas, Nevada, USA",Red,True,Middleweight
Keith Peterson,3/7/2020,"Las Vegas, Nevada, USA",Red,True,WomenStrawweight
Jason Herzog,3/7/2020,"Las Vegas, Nevada, USA",Red,False,Middleweight
Chris Tognoni,3/7/2020,"Las Vegas, Nevada, USA",Red,False,Lightweight
Mark Smith,3/7/2020,"Las Vegas, Nevada, USA",Red,False,Featherweight
Chris Tognoni,3/7/2020,"Las Vegas, Nevada, USA",Red,False,Bantamweight
Keith Peterson,3/7/2020,"Las Vegas, Nevada, USA",Red,False,Middleweight
Mark Smith,3/7/2020,"Las Vegas, Nevada, USA",Red,False,Welterweight
Bill Bookwalter,2/29/2020,"Norfolk, Virginia, USA",Red,False,Heavyweight
Kevin MacDonald,2/29/2020,"Norfolk, Virginia, USA",Blue,False,LightHeavyweight
Dan Miragliotta,2/29/2020,"Norfolk, Virginia, USA",Red,False,WomenFeatherweight
Kevin MacDonald,2/29/2020,"Norfolk, Virginia, USA",Red,False,Featherweight
Bill Bookwalter,2/29/2020,"Norfolk, Virginia, USA",Red,False,Middleweight
Dan Miragliotta,2/29/2020,"Norfolk, Virginia, USA",Blue,False,Bantamweight
Dan Miragliotta,2/29/2020,"Norfolk, Virginia, USA",Blue,False,Flyweight
Kevin MacDonald,2/29/2020,"Norfolk, Virginia, USA",Red,False,WomenFeatherweight
Mike King,2/29/2020,"Norfolk, Virginia, USA",Red,False,Featherweight
Scott Howard,2/29/2020,"Norfolk, Virginia, USA",Red,False,Welterweight
Scott Howard,2/29/2020,"Norfolk, Virginia, USA",Blue,False,Featherweight
Mike King,2/29/2020,"Norfolk, Virginia, USA",Red,False,Lightweight
John Sharp,2/22/2020,"Auckland, New Zealand",Red,False,LightHeavyweight
Marc Goddard,2/22/2020,"Auckland, New Zealand",Blue,False,Lightweight
Mark Craig,2/22/2020,"Auckland, New Zealand",Red,False,Lightweight
Mark Craig,2/22/2020,"Auckland, New Zealand",Blue,False,WomenStrawweight
Neil Swailes,2/22/2020,"Auckland, New Zealand",Blue,False,Heavyweight
John Sharp,2/22/2020,"Auckland, New Zealand",Red,False,Lightweight
Marc Goddard,2/22/2020,"Auckland, New Zealand",Blue,False,Featherweight
John Sharp,2/22/2020,"Auckland, New Zealand",Red,False,Welterweight
John Sharp,2/22/2020,"Auckland, New Zealand",Blue,False,WomenStrawweight
Marc Goddard,2/22/2020,"Auckland, New Zealand",Red,False,Flyweight
Neil Swailes,2/22/2020,"Auckland, New Zealand",Blue,False,Welterweight
Neil Swailes,2/22/2020,"Auckland, New Zealand",Red,False,WomenFlyweight
Herb Dean,2/15/2020,"Rio Rancho, New Mexico, USA",Blue,False,Welterweight
,2/15/2020,"Rio Rancho, New Mexico, USA",Red,False,Lightweight
Robert Romero,2/15/2020,"Rio Rancho, New Mexico, USA",Red,False,Lightweight
Joe Coca,2/15/2020,"Rio Rancho, New Mexico, USA",Red,False,WomenFlyweight
Herb Dean,2/15/2020,"Rio Rancho, New Mexico, USA",Blue,False,Flyweight
Jason Herzog,2/15/2020,"Rio Rancho, New Mexico, USA",Red,False,Welterweight
Herb Dean,2/15/2020,"Rio Rancho, New Mexico, USA",Blue,False,LightHeavyweight
Joe Coca,2/15/2020,"Rio Rancho, New Mexico, USA",Red,False,Bantamweight
Robert Romero,2/15/2020,"Rio Rancho, New Mexico, USA",Blue,False,Lightweight
Jason Herzog,2/15/2020,"Rio Rancho, New Mexico, USA",Red,False,LightHeavyweight
Joe Coca,2/15/2020,"Rio Rancho, New Mexico, USA",Blue,False,Bantamweight
Robert Romero,2/15/2020,"Rio Rancho, New Mexico, USA",Blue,False,Flyweight
Herb Dean,2/15/2020,"Rio Rancho, New Mexico, USA",Red,False,WomenBantamweight
Jacob Montalvo,2/8/2020,"Houston, Texas, USA",Red,True,WomenFlyweight
Jeff Rexroad,2/8/2020,"Houston, Texas, USA",Blue,False,Heavyweight
Jacob Montalvo,2/8/2020,"Houston, Texas, USA",Red,False,Middleweight
Dan Miragliotta,2/8/2020,"Houston, Texas, USA",Red,False,Heavyweight
Jeff Rexroad,2/8/2020,"Houston, Texas, USA",Red,False,WomenFlyweight
Dan Miragliotta,2/8/2020,"Houston, Texas, USA",Red,True,LightHeavyweight
Kerry Hatley,2/8/2020,"Houston, Texas, USA",Blue,False,Featherweight
Kerry Hatley,2/8/2020,"Houston, Texas, USA",Blue,False,Welterweight
Kerry Hatley,2/8/2020,"Houston, Texas, USA",Red,False,Bantamweight
Dan Miragliotta,2/8/2020,"Houston, Texas, USA",Blue,False,Bantamweight
Jeff Rexroad,2/8/2020,"Houston, Texas, USA",Blue,False,Featherweight
Dan Miragliotta,1/25/2020,"Raleigh, North Carolina, USA",Red,False,Heavyweight
Kevin MacDonald,1/25/2020,"Raleigh, North Carolina, USA",Red,False,WomenFlyweight
Kevin MacDonald,1/25/2020,"Raleigh, North Carolina, USA",Red,False,Middleweight
Dan Miragliotta,1/25/2020,"Raleigh, North Carolina, USA",Blue,False,Flyweight
Dan Miragliotta,1/25/2020,"Raleigh, North Carolina, USA",Red,False,LightHeavyweight
Kevin MacDonald,1/25/2020,"Raleigh, North Carolina, USA",Blue,False,Welterweight
Dan Miragliotta,1/25/2020,"Raleigh, North Carolina, USA",Red,False,Bantamweight
Wayne Spinola,1/25/2020,"Raleigh, North Carolina, USA",Red,False,Featherweight
Larry Carter,1/25/2020,"Raleigh, North Carolina, USA",Red,False,WomenBantamweight
Kevin MacDonald,1/25/2020,"Raleigh, North Carolina, USA",Blue,False,WomenStrawweight
Wayne Spinola,1/25/2020,"Raleigh, North Carolina, USA",Red,False,Bantamweight
Larry Carter,1/25/2020,"Raleigh, North Carolina, USA",Red,False,Featherweight
Herb Dean,1/18/2020,"Las Vegas, Nevada, USA",Blue,False,Lightweight
Keith Peterson,1/18/2020,"Las Vegas, Nevada, USA",Blue,False,Flyweight
Keith Peterson,1/18/2020,"Las Vegas, Nevada, USA",Red,False,Heavyweight
Jason Herzog,1/18/2020,"Las Vegas, Nevada, USA",Red,False,WomenBantamweight
Herb Dean,1/18/2020,"Las Vegas, Nevada, USA",Red,False,Welterweight
Jason Herzog,1/18/2020,"Las Vegas, Nevada, USA",Red,False,WomenFlyweight
Chris Tognoni,1/18/2020,"Las Vegas, Nevada, USA",Blue,False,Featherweight
Mark Smith,1/18/2020,"Las Vegas, Nevada, USA",Red,False,Bantamweight
Mark Smith,1/18/2020,"Las Vegas, Nevada, USA",Red,False,Lightweight
Herb Dean,1/18/2020,"Las Vegas, Nevada, USA",Red,False,LightHeavyweight
Chris Tognoni,1/18/2020,"Las Vegas, Nevada, USA",Red,False,WomenFlyweight
Peter Hickmott,12/21/2019,"Busan, South Korea",Blue,False,Featherweight
Greg Kleynjans,12/21/2019,"Busan, South Korea",Red,False,LightHeavyweight
Marc Goddard,12/21/2019,"Busan, South Korea",Blue,False,Featherweight
Marc Goddard,12/21/2019,"Busan, South Korea",Red,False,LightHeavyweight
Greg Kleynjans,12/21/2019,"Busan, South Korea",Red,False,Featherweight
Peter Hickmott,12/21/2019,"Busan, South Korea",Red,False,Bantamweight
Marc Goddard,12/21/2019,"Busan, South Korea",Red,False,Heavyweight
Thomas Fan,12/21/2019,"Busan, South Korea",Blue,False,Lightweight
Greg Kleynjans,12/21/2019,"Busan, South Korea",Blue,False,WomenStrawweight
Marc Goddard,12/21/2019,"Busan, South Korea",Red,False,Flyweight
Thomas Fan,12/21/2019,"Busan, South Korea",Red,False,Bantamweight
Thomas Fan,12/21/2019,"Busan, South Korea",Red,False,Middleweight
Peter Hickmott,12/21/2019,"Busan, South Korea",Red,False,Bantamweight
Chris Tognoni,12/14/2019,"Las Vegas, Nevada, USA",Red,False,Welterweight
Marc Goddard,12/14/2019,"Las Vegas, Nevada, USA",Blue,False,Middleweight
Keith Peterson,12/14/2019,"Las Vegas, Nevada, USA",Red,True,WomenBantamweight
Jason Herzog,12/14/2019,"Las Vegas, Nevada, USA",Blue,True,Featherweight
Keith Peterson,12/14/2019,"Las Vegas, Nevada, USA",Red,False,Bantamweight
Marc Goddard,12/14/2019,"Las Vegas, Nevada, USA",Red,True,Welterweight
Marc Goddard,12/14/2019,"Las Vegas, Nevada, USA",Red,False,Bantamweight
Jason Herzog,12/14/2019,"Las Vegas, Nevada, USA",Blue,False,WomenBantamweight
Chris Tognoni,12/14/2019,"Las Vegas, Nevada, USA",Red,False,Flyweight
Keith Peterson,12/14/2019,"Las Vegas, Nevada, USA",Red,False,Welterweight
Jason Herzog,12/14/2019,"Las Vegas, Nevada, USA",Red,False,Featherweight
Marc Goddard,12/14/2019,"Las Vegas, Nevada, USA",Red,False,WomenFlyweight
Chris Tognoni,12/14/2019,"Las Vegas, Nevada, USA",Red,False,Middleweight
